Magnitude,Phase
1987.0,3.141592653589793
2495887.541875643,-1.0112894673001644
1146861.4106628916,0.601906468153717
761096.1132510321,-0.02088336151353945
886016.1472364624,-2.1797211765640223
1097874.7496189873,-0.8382379997886964
1087143.7931829276,-0.8928682056763921
266856.8395362127,0.08247273071819385
568873.216811344,2.7800663146562736
306949.6882845353,1.6928570223011703
284609.99040126195,0.6982245844138294
741908.6331470471,-2.5507410018297425
200146.56244636036,-2.6145244276710926
446170.31145809934,1.2529108530708803
368837.9061767214,-0.2581383841260894
661988.6967025668,2.0150273978489164
499505.77294716664,0.34118627384544975
421794.7617989065,2.240977799016521
235992.41324940318,-0.9724880257803292
526616.91770008,-2.0566475426452318
458792.95105456247,-0.11163317137746288
224383.02976243178,0.927725772914402
363852.8861298559,-1.4466111923684755
366986.6918283115,2.0762412451046774
543723.4898363203,-0.20968803259586194
462758.4341376452,-1.7130213987986418
501262.0408718629,1.8041099486481522
231638.39985722263,1.80146955214752
448714.0287093081,-1.8598171104416255
326246.46124867455,-2.404916773604885
670355.2979814169,-0.4472360433293677
310089.29511887394,2.428676370080551
343685.145094721,-2.4257799207034534
402131.3394759265,0.43252136147231857
240567.30137875772,-0.6298637956659111
234610.17650538878,0.017781053492229814
184537.25911583522,0.020345672128731354
535832.9218870752,1.9250494232198758
503978.5063810421,-2.0815837343408896
591559.3994907651,0.8605649528396596
358735.5744992805,-2.678354051634707
641262.987126766,-1.4577377987441056
52485.65678626187,0.039270346673699996
259886.6251847727,-0.5108463084884695
269817.4128965787,-2.827388422180555
572700.3126557502,-2.1867303961842364
560657.7363034155,0.8629377095176065
449620.8361812778,-0.3175221912328144
349683.8772913016,2.530261614401109
173282.7982288351,0.4232468457912709
246172.47824262592,-0.8344977446687618
72882.1564684968,1.015969415529748
190541.43629391977,-1.4620399392333956
126195.44843591108,2.8485069205710083
384935.9782440574,1.675988180307277
220134.34721997485,-2.3342679951597316
389473.0586013029,0.6647553761299378
459871.97272743506,-3.05346207253815
138979.1780258108,-1.5508787822258896
113150.95432014125,-3.095980762179065
463632.4173810644,-2.7714561244277807
223740.43456901264,-2.5330069466521428
153171.38589077428,0.33394976981226293
136817.22886449995,2.4796121097072
246107.15518872676,-2.1829204807240843
251034.61250595166,-0.9781744798868369
114136.71696020493,2.8260400462329356
187948.9751104729,-0.30573041712071525
392649.40086634393,2.836057031339511
390204.1356889615,2.8121565430726703
124144.64608741108,-0.7010554861396296
392317.7134562156,0.6931300842443741
360323.9487376403,-2.916964851644717
225543.0271760974,-1.1198608943680708
244925.95591552678,1.8679722624467558
52923.0240839276,-0.6756356417581081
269735.32004242326,-0.16196796287124876
202386.61551383982,-1.0108253653862738
402728.62286349834,-2.684820913378184
84281.11792557721,-1.6030479661768873
141343.7583878505,1.7783660226588187
196608.65786507024,-2.9004765898785174
205356.98424285007,-1.6687609831076895
165746.46420384274,2.6757941771072704
143017.76168862797,1.5532363846366377
188418.53105118833,-1.775609135356382
185753.85633035706,-0.800645581415047
30196.483235199674,2.7769186283113436
185773.51351502634,-2.9913798312807587
60059.1603227543,-0.9382654404973151
135739.81258776181,-1.5464389422799327
179901.4035672671,-1.6110092046231483
209929.71497792486,-2.978982416060445
167608.38743851628,0.31684816465418364
82993.46475068916,2.744080826651265
100132.94100511215,0.1375594933917122
204129.35303727086,-1.0366211573135276
23781.452687627603,-1.965638979358268
92157.30175134924,1.6378656288553586
143768.59438851423,2.420836010976667
90625.10006236866,-2.1922280645811973
84477.76202881942,0.07745798621103016
62468.97063185988,1.3452519087442096
24311.847868978555,2.6021522337112253
94723.03463017357,-1.599530306068
137772.4629903403,-0.7435549638301914
81136.65717588141,0.9746115686210893
65003.01422617412,-2.457674354449659
127508.26733168957,-0.29741023730889854
150293.8592119603,2.2876910968249224
129541.61921232136,-1.520889021273049
71017.7985753208,1.3823911369544428
141081.47610103796,1.1221635266498144
35844.57862344531,-2.768588733037482
16481.893477018642,-1.7054134304785358
49775.88149950172,-0.4215235577219391
56621.52090184374,-0.9002634370727208
81735.46642665257,2.4245159847247653
24114.481107738367,-2.874733248192321
35944.23576013726,-1.7631960612361424
42244.022506602254,-1.5722607290533959
111802.57472178566,3.0291883671503603
98991.18832384881,-1.453364005296208
26914.47107309642,1.7775715228563946
40577.153005297216,-1.5443496513916015
108401.28663555102,-1.4041208053962273
61344.36954126526,-2.147239636416402
85320.30507104393,2.5255368496675152
38401.04634222135,2.0813042030032083
31968.9501585857,-1.9678577884802484
79789.2042619775,2.3020054834564685
148092.27315403687,2.8775421151220275
70023.91151731226,0.4024446633978274
17233.551998949024,0.6047375044355043
62308.974953421035,2.2725721246736925
98779.49267868842,-2.041347483701626
42718.16173513167,-0.71601212056768
50210.20079982855,0.33149526911829047
51967.70978915572,-2.941758450659295
127125.05711469258,-2.532363822864116
38226.36245565867,2.4431649046555672
58992.45650748014,2.0081762773849956
24937.891525410105,-2.8351585859520774
65781.40461711833,-1.1766852947781037
61512.422214801794,2.1408516213686815
178566.13802458227,-2.1785042759879545
54761.60436274681,-1.019326597636886
87692.68174886929,1.9822095913073903
46842.43947451143,-2.3241064228147437
58994.12094134095,-2.261021874081308
