m0,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,m18,m19,m20,m21,m22,m23,m24,m25,m26,m27,m28,m29,m30,m31,m32,m33,m34,m35,m36,m37,m38,m39,m40,m41,m42,m43,m44,m45,m46,m47,m48,m49,m50,m51,m52,m53,m54,m55,m56,m57,m58,m59,m60,m61,m62,m63,m64,m65,m66,m67,m68,m69,m70,m71,m72,m73,m74,m75,m76,m77,m78,m79,m80,m81,m82,m83,m84,m85,m86,m87,m88,m89,m90,m91,m92,m93,m94,m95,m96,m97,m98,m99,m100,m101,m102,m103,m104,m105,m106,m107,m108,m109,m110,m111,m112,m113,m114,m115,m116,m117,m118,m119,m120,m121,m122,m123,m124,m125,m126,m127,m128,m129,m130,m131,m132,m133,m134,m135,m136,m137,m138,m139,m140,m141,m142,m143,m144,m145,m146,m147,m148,m149,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,p64,p65,p66,p67,p68,p69,p70,p71,p72,p73,p74,p75,p76,p77,p78,p79,p80,p81,p82,p83,p84,p85,p86,p87,p88,p89,p90,p91,p92,p93,p94,p95,p96,p97,p98,p99,p100,p101,p102,p103,p104,p105,p106,p107,p108,p109,p110,p111,p112,p113,p114,p115,p116,p117,p118,p119,p120,p121,p122,p123,p124,p125,p126,p127,p128,p129,p130,p131,p132,p133,p134,p135,p136,p137,p138,p139,p140,p141,p142,p143,p144,p145,p146,p147,p148,p149
1987.0,2495887.541875643,1146861.4106628916,761096.1132510321,886016.1472364624,1097874.7496189873,1087143.7931829276,266856.8395362127,568873.216811344,306949.6882845353,284609.99040126195,741908.6331470471,200146.56244636036,446170.31145809934,368837.9061767214,661988.6967025668,499505.77294716664,421794.7617989065,235992.41324940318,526616.91770008,458792.95105456247,224383.02976243178,363852.8861298559,366986.6918283115,543723.4898363203,462758.4341376452,501262.0408718629,231638.39985722263,448714.0287093081,326246.46124867455,670355.2979814169,310089.29511887394,343685.145094721,402131.3394759265,240567.30137875772,234610.17650538878,184537.25911583522,535832.9218870752,503978.5063810421,591559.3994907651,358735.5744992805,641262.987126766,52485.65678626187,259886.6251847727,269817.4128965787,572700.3126557502,560657.7363034155,449620.8361812778,349683.8772913016,173282.7982288351,246172.47824262592,72882.1564684968,190541.43629391977,126195.44843591108,384935.9782440574,220134.34721997485,389473.0586013029,459871.97272743506,138979.1780258108,113150.95432014125,463632.4173810644,223740.43456901264,153171.38589077428,136817.22886449995,246107.15518872676,251034.61250595166,114136.71696020493,187948.9751104729,392649.40086634393,390204.1356889615,124144.64608741108,392317.7134562156,360323.9487376403,225543.0271760974,244925.95591552678,52923.0240839276,269735.32004242326,202386.61551383982,402728.62286349834,84281.11792557721,141343.7583878505,196608.65786507024,205356.98424285007,165746.46420384274,143017.76168862797,188418.53105118833,185753.85633035706,30196.483235199674,185773.51351502634,60059.1603227543,135739.81258776181,179901.4035672671,209929.71497792486,167608.38743851628,82993.46475068916,100132.94100511215,204129.35303727086,23781.452687627603,92157.30175134924,143768.59438851423,90625.10006236866,84477.76202881942,62468.97063185988,24311.847868978555,94723.03463017357,137772.4629903403,81136.65717588141,65003.01422617412,127508.26733168957,150293.8592119603,129541.61921232136,71017.7985753208,141081.47610103796,35844.57862344531,16481.893477018642,49775.88149950172,56621.52090184374,81735.46642665257,24114.481107738367,35944.23576013726,42244.022506602254,111802.57472178566,98991.18832384881,26914.47107309642,40577.153005297216,108401.28663555102,61344.36954126526,85320.30507104393,38401.04634222135,31968.9501585857,79789.2042619775,148092.27315403687,70023.91151731226,17233.551998949024,62308.974953421035,98779.49267868842,42718.16173513167,50210.20079982855,51967.70978915572,127125.05711469258,38226.36245565867,58992.45650748014,24937.891525410105,65781.40461711833,61512.422214801794,178566.13802458227,54761.60436274681,87692.68174886929,46842.43947451143,58994.12094134095,3.141592653589793,-1.0112894673001644,0.601906468153717,-0.02088336151353945,-2.1797211765640223,-0.8382379997886964,-0.8928682056763921,0.08247273071819385,2.7800663146562736,1.6928570223011703,0.6982245844138294,-2.5507410018297425,-2.6145244276710926,1.2529108530708803,-0.2581383841260894,2.0150273978489164,0.34118627384544975,2.240977799016521,-0.9724880257803292,-2.0566475426452318,-0.11163317137746288,0.927725772914402,-1.4466111923684755,2.0762412451046774,-0.20968803259586194,-1.7130213987986418,1.8041099486481522,1.80146955214752,-1.8598171104416255,-2.404916773604885,-0.4472360433293677,2.428676370080551,-2.4257799207034534,0.43252136147231857,-0.6298637956659111,0.017781053492229814,0.020345672128731354,1.9250494232198758,-2.0815837343408896,0.8605649528396596,-2.678354051634707,-1.4577377987441056,0.039270346673699996,-0.5108463084884695,-2.827388422180555,-2.1867303961842364,0.8629377095176065,-0.3175221912328144,2.530261614401109,0.4232468457912709,-0.8344977446687618,1.015969415529748,-1.4620399392333956,2.8485069205710083,1.675988180307277,-2.3342679951597316,0.6647553761299378,-3.05346207253815,-1.5508787822258896,-3.095980762179065,-2.7714561244277807,-2.5330069466521428,0.33394976981226293,2.4796121097072,-2.1829204807240843,-0.9781744798868369,2.8260400462329356,-0.30573041712071525,2.836057031339511,2.8121565430726703,-0.7010554861396296,0.6931300842443741,-2.916964851644717,-1.1198608943680708,1.8679722624467558,-0.6756356417581081,-0.16196796287124876,-1.0108253653862738,-2.684820913378184,-1.6030479661768873,1.7783660226588187,-2.9004765898785174,-1.6687609831076895,2.6757941771072704,1.5532363846366377,-1.775609135356382,-0.800645581415047,2.7769186283113436,-2.9913798312807587,-0.9382654404973151,-1.5464389422799327,-1.6110092046231483,-2.978982416060445,0.31684816465418364,2.744080826651265,0.1375594933917122,-1.0366211573135276,-1.965638979358268,1.6378656288553586,2.420836010976667,-2.1922280645811973,0.07745798621103016,1.3452519087442096,2.6021522337112253,-1.599530306068,-0.7435549638301914,0.9746115686210893,-2.457674354449659,-0.29741023730889854,2.2876910968249224,-1.520889021273049,1.3823911369544428,1.1221635266498144,-2.768588733037482,-1.7054134304785358,-0.4215235577219391,-0.9002634370727208,2.4245159847247653,-2.874733248192321,-1.7631960612361424,-1.5722607290533959,3.0291883671503603,-1.453364005296208,1.7775715228563946,-1.5443496513916015,-1.4041208053962273,-2.147239636416402,2.5255368496675152,2.0813042030032083,-1.9678577884802484,2.3020054834564685,2.8775421151220275,0.4024446633978274,0.6047375044355043,2.2725721246736925,-2.041347483701626,-0.71601212056768,0.33149526911829047,-2.941758450659295,-2.532363822864116,2.4431649046555672,2.0081762773849956,-2.8351585859520774,-1.1766852947781037,2.1408516213686815,-2.1785042759879545,-1.019326597636886,1.9822095913073903,-2.3241064228147437,-2.261021874081308
