S2_signal
138.0
139.0
139.0
139.0
138.0
136.56904467700275
135.61892572302858
133.0
130.69375289592546
127.0
120.0
108.98492519722564
103.2088012851372
108.87583438663415
115.01103770437096
122.19773832554489
129.65624009814053
133.17860555268174
135.66641203102478
136.12049331757362
136.54121402250942
136.0
135.0
132.3897633233892
130.0
126.0
119.79739847664378
112.0
112.78028802135469
114.92719138236383
117.0
120.27497345273953
140.40365456745218
148.23955299357482
154.50215212631323
157.473600462301
161.19712098403974
162.13242576587777
164.04309418168802
165.0
162.20820620118863
158.36940431703525
153.55381634736472
149.5221967646659
144.0
147.2704951647683
152.48267068822358
153.0
152.0
151.0
150.827457778199
149.0
147.0
145.0
142.46607961981724
140.0
137.0
133.90032677689283
130.4163146040168
125.95065475047065
121.50346495050758
118.0
117.0
116.2691028137335
115.89273531537852
113.5336981925746
153.2952545021535
181.13372846765628
186.44232282037703
187.73456590720866
188.01062146324375
188.0
186.4855441875135
185.0
183.04434464886435
181.8469585985812
180.0
177.0
173.6905132112841
170.41524409599535
165.0845354073767
158.95173826940024
150.88151596087434
141.40378072645615
131.20488035205003
119.36495124460016
113.42532536701634
129.76319407826253
138.78691186014305
143.39204070049433
145.0
147.0
148.0
148.25623181178742
149.0
150.0
149.97875505493406
149.0
147.0
140.97340488710844
125.31865477584279
108.45925004003587
93.33280213335607
84.90396945268739
81.0
86.99389974517464
97.2797533552326
110.94437673540993
123.01033602588225
134.52618302676478
145.0202773318352
151.49282808820385
153.02800455203376
152.0
149.60886832571964
145.82986109919437
139.46292434585857
132.55826497205808
123.58072617385025
109.96921195601922
97.39776642482387
84.93285754844393
77.68686555714581
74.53971899592482
81.7469310143167
88.40207393155112
96.0518226174419
102.88000283573885
107.57662185907871
111.49675400170814
116.0
118.83306270856477
120.0
120.11871042855422
117.60814708225068
113.10638900555773
108.22714426137843
103.25886152243575
98.65408075698502
95.18730429893215
90.72914727070984
87.27948881597865
85.16174356820434
88.59452615917377
95.0763872314563
110.30572306532837
131.90308176625453
149.21573169100347
158.9047174580953
161.98127691391213
158.81676347193584
153.2377222547539
144.877716191061
139.05119024247347
131.54343781130106
125.0
121.51540650922308
121.0
122.12002840447279
123.0
123.0
122.0
119.69876450493187
119.57817438676419
123.84791676590528
126.0
128.0
128.0
128.0
128.08940806004543
130.0
130.0
129.75028295293635
129.043092082483
128.0
127.0
126.0
126.0
126.88876429655996
126.055247668446
126.78486180996777
126.0
127.0
128.0
128.7902593632132
130.0
130.0
129.84511769886242
129.0
128.36672118804685
131.4634023604941
134.0
136.63846463464415
139.71691551736032
141.78935897521364
143.85582923854534
146.91636027812967
149.94197161526083
152.01972686747774
154.06261457690042
156.09970013887292
160.13101622110077
162.15659524651102
164.35293879108164
167.19067060840004
