Magnitude,Phase
12752.0,0.0
944121.8271605456,-2.6274496896959114
239823.43598185672,0.20942308144325503
498903.0558666229,0.8817447667869702
361952.87343298976,-2.220107949831063
531084.7065212632,-2.1205121695271516
144914.18592126944,-3.0071815564382454
354137.84504296543,0.452056690320668
519763.54886209714,1.2606200173887134
221961.24857455646,-2.1016224413393343
248557.75381488018,-1.2334361358324397
484971.32293606346,3.0845665531847986
179210.73549672766,-2.4892494003252432
148647.77881626433,1.567513343461733
126341.9562174199,0.9834492822079021
152244.12360605484,2.6076058402756623
268060.56838138134,-1.0130167884830263
199515.86594714582,-2.309735593501435
77176.28599686568,0.808600122856885
275405.49543650384,-1.3580671895204641
134079.453028093,0.6917751413966438
129995.81993333324,-2.148019295897395
76392.40445584709,0.5861504792283069
53331.881094778146,-2.8664150494416014
21929.593653805114,-0.2163644892850778
200386.3732440484,-0.9435506969972516
273036.5418536496,2.3056783123512297
138919.04069047442,-0.4873785886789293
175521.25339090187,-1.9144760194049724
157616.470816479,0.06966314817457252
108972.67411605998,-2.232326690539186
223390.7534510763,-0.4850259121829649
59490.709142693544,1.1060119036190048
243949.13316853266,1.0516877965272937
165571.93841957158,-2.9703322080659964
125620.81307277395,0.6883467473816449
82815.22734576132,-2.0261580927404688
242369.47530110527,1.4255808486168775
299435.1367733529,1.4345225580801695
296776.65395880124,2.5249655101074473
232615.23639558695,2.250356785809098
367063.5718026567,2.1965068645175982
49909.138085720115,3.136274766829384
331932.4338486958,2.4096864175342243
856053.9156271041,-2.278654703530464
257782.03812505706,-2.251948693263289
256638.22606249465,0.20572046418645926
464474.72393059975,2.8322552271740222
272875.55496623495,-2.3675931056298185
634746.0289132517,0.622950400038554
345844.75061229465,-2.4857289423724778
86342.71366788252,0.2893783120933618
512062.358132948,-1.6352383422442847
350830.1907176319,2.2585642586882897
178718.0179835092,-2.924591385702823
88618.70796604118,0.5470197657173158
296068.82138451963,1.4168984871170833
200439.64033374138,-0.29137574507371716
338091.97641269804,1.1346317044481946
147504.65361077327,-0.772489687482847
112064.72912309795,1.0908130991795764
252387.12660435992,0.564144768058444
166008.2594314507,-1.1644571611395784
215131.08848239746,0.49927871183614336
254133.15908616252,-1.4896746735106674
136676.41129626488,-1.8402296008352406
43477.9279840281,-0.41317930755813487
182963.57675746706,-0.9619774348553919
161180.05436056497,0.316081132139261
188170.76257279015,3.0619392827468612
89357.25276414481,-1.8109409041107032
87374.06629668045,-0.9988410723905795
239232.0611656869,-2.6912799296511687
75084.00109357874,0.46365906722863226
209900.94350962972,2.3926476085126933
79809.34122781234,-1.9705763467580262
56132.40767000966,1.7294035958498528
77689.87645100807,-0.23883141513753375
72764.22414402179,-1.5991806124333665
151118.50986668194,1.8960979621325886
72777.23365974164,2.2464480364275103
77886.1749372026,0.20040355109977567
123709.42565306852,0.3236871642398279
73166.05522029841,0.15777656541580384
63612.1104268216,1.8021935851629196
92775.24197091574,0.8139101979166347
62777.82678947387,1.1601418465124635
37623.88183365473,2.5092789386051586
133858.3838126095,-2.119783483504601
80105.34733811463,3.0739163572901407
158099.03950885648,0.11392088251499839
83767.56356096354,0.25947811023562933
51626.85314008161,-0.25515508787714203
82536.27323951322,-1.3233446816627012
195940.7860175518,-1.0040469666210385
160025.76583382653,2.180528060072768
241608.62322523436,-1.823491987502499
95778.65388604031,1.1547121521635348
104250.32153711341,-2.034661757489227
48312.73654778639,-0.2990124698637719
36210.08928422921,-2.879817732308566
145637.7248464022,-0.7526462572342305
72910.47522583898,-1.8794414855736419
100064.32926204019,1.216580988816552
33048.239108511334,0.8491896052788864
24242.937308639914,-0.07732115517767545
87255.36716766655,-2.512509368594558
74150.67522568822,-1.8505052862857791
57354.606759595,2.0760998248571614
64416.24257222604,2.5172878825403657
144167.66490849532,0.5827728061433693
109031.18117983095,-0.9471196536490677
102398.680079703,-1.4685878360692597
141323.75330244936,0.657262598543987
36288.03165190616,-1.8425586809665904
58353.663240032336,-1.8293782258760853
80297.66164634234,2.829605204645418
36622.93668357091,-2.0484917800480718
60884.81812427209,-0.7636741040514464
43592.827852642105,-2.8668390193214757
40488.12108809944,-2.0104995079260872
13265.226054573188,3.083011749980325
127313.1487270259,2.889603977762447
88758.96499621494,0.7392302741264314
41176.44642208626,-0.42961288873155606
37946.15086600901,0.0019302912783370472
54769.847880321104,2.051812139742375
46831.33254026583,-0.8488706048998202
69982.56489244328,1.986231502254935
62783.71805154703,-0.6447663462010871
123536.78782654856,-0.3952800393302763
25945.491944019726,2.4335972867141136
52855.490758889486,2.5352732553700843
19052.318670735993,1.849534762769365
93862.89810937588,-1.1925690268669058
77572.8721612317,-1.043175921039397
17402.146026321712,-1.8746944514434536
24018.953628969517,-2.57468885983506
21104.440011725386,-1.7051762048186156
40239.0634560989,2.2778997269196095
9755.388653588789,-2.7073641573941165
87812.41034395968,-2.9208641454351554
72080.43804744545,-0.7316655824491273
60266.29545326769,1.1831375575627472
50207.554514232914,-1.1383614417871797
19557.785745188667,-2.983543484369153
43240.5258394392,-2.373704784975576
113873.8442561482,0.17047898145132834
96125.12657999565,-1.515838478157762
51290.8516175556,1.6133703223261178
