S3_flattened_signal
170.0
170.27942630832842
169.7187305489917
168.15051299032734
169.5703471062814
166.65332026013004
167.73431633325976
166.0
166.0
166.0
163.93679264195356
162.0
161.58768275958562
163.46697175683255
162.13160108226836
159.19280186598814
157.06662412571117
156.2738390695085
151.6181795764444
151.5505975674717
149.635614935405
145.83656367005804
145.48389863854365
144.3946913654435
140.11958444193556
141.0
139.5040816627889
136.05955768581967
136.26156005209623
137.7088479773668
139.98353891010422
141.28790950745298
142.0
142.0
142.19088013028534
143.97669960299848
143.4316210225705
145.0
144.6293791317462
145.32260939630115
144.09923873985792
145.76238778953154
145.52319748318155
144.3856166057713
145.6265639135891
151.25989547019856
154.54314651021951
150.51506080496188
158.79794950265477
158.0
157.2515060842012
157.0
156.71154661873206
156.0
156.0
155.08640917369493
154.25445948459557
151.61028997840538
151.13004067856087
149.6160192143668
146.23120549873752
145.6393038181634
141.5364113099556
142.56649785178732
145.1310463018594
154.28682706690614
155.8906580688278
140.5896974014741
157.76074329464876
159.0
159.0
160.0
160.34178509459713
161.0
161.8135351163161
162.04721563504162
163.0
163.0
163.73917957524563
164.0
163.8067678111651
163.0
163.64142177214987
164.0
164.0
164.0
162.95880249294126
162.7368547583144
162.04826203230982
160.16509426401387
160.62295887552
157.06185670400833
154.2031392424872
153.01894712229983
157.63321960552298
161.66426966452346
166.4788929823243
167.17795550217025
170.04602632598827
171.77751216033548
171.0
171.61747603391126
173.62599404369783
174.0
174.0
174.0
172.25559847028174
171.77029607161762
172.9578344207232
170.14395112469748
171.0
170.4877361685976
170.0
165.6226098610553
166.94486922680312
165.76659486268912
164.58957947651325
162.82763913250085
159.7179349285575
156.1981566905618
154.89413575147856
153.170561515183
149.66242595710037
143.70197742814278
141.78091853105565
142.94660732665184
152.2219420862335
153.72593265913102
153.87189724042042
153.80676356484875
153.75607945719543
152.17132869769736
152.07132499218142
152.54592193591097
151.0
149.39533341022482
148.0
148.0
146.02446665509632
144.72751427773636
142.71646519777303
140.28137295037024
138.0
135.12638637767228
133.13896560718396
133.99749424869876
133.42809696983315
136.56348470598124
139.25891680699024
141.55639182208768
142.69200408533865
143.0
144.9196379593462
145.09194557117908
146.0
146.70549662359025
148.48146636736257
148.39093379504342
148.73555080516712
150.72184627600092
150.01481383707377
148.89175309212825
147.53961545124622
146.0
145.05842413480474
141.0527798085195
134.75794287624208
131.35302547795246
127.24447947687003
124.8405671874147
122.0
122.0
121.61068138098835
121.0
121.60808235337606
122.71586688932064
123.0
123.92825523097348
124.03283596521813
125.13630238346668
126.23871975100978
127.34009080093666
128.44041825685076
129.53970483291064
130.0
130.73516615512423
132.66269256547858
133.92649629350316
134.02060107242065
135.0
135.0
135.5931860553934
135.84033464949061
133.04899207869295
131.43655783275594
129.0488829927181
126.52740588709771
124.35756217860758
120.37943811580864
118.0238713974673
113.93006673912649
115.41280589165412
130.6147484129464
137.85741828804635
